title,year,country_1,country_2,country_3,language,duration,genre_1,genre_2,genre_3,production_company,director,description,actor_1,listing_1,actor_2,listing_2,actor_3,listing_3,budget_USD,usa_gross_income,worlwide_gross_income,avg_user_rating,votes,reviews_from_users,metascore,reviews_from_critics,male_avg_rating,male_votes,female_avg_rating,female_votes,avg_rating_<18yrs,votes_<18yrs,avg_rating_18-30yrs,votes_18-30yrs,avg_rating_30-45yrs,votes_30-45yrs,avg_rating_>45yrs,votes_>45yrs,positive_votes,neutral_votes,negative_votes,percentage_of_positive_reviews,overall_eval
Paddington 2,2017,UK, France, USA,English,103,Adventure, Comedy, Family,StudioCanal,Paul King,"Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen.",Michael Gambon,D,Imelda Staunton,D,Ben Whishaw,C,40000000.0,40891591.0,227331938.0,7.8,49709,215.0,88.0,413.0,7.8,29235.0,8.0,7155.0,8.2,158.0,8.0,12627.0,7.7,15747.0,7.7,5165.0,43881,5163,665,0.88,1
All the Money in the World,2017,USA, Italy, UK,"English, Italian, Arabic",132,Biography, Crime, Drama,Imperative Entertainment,Ridley Scott,The story of the kidnapping of 16-year-old,Michelle Williams,B,Christopher Plummer,D,Mark Wahlberg,A,50000000.0,25113707.0,56996304.0,6.8,63807,219.0,72.0,305.0,6.8,40913.0,6.9,7921.0,6.9,57.0,6.9,13891.0,6.7,23700.0,6.8,8251.0,42462,19918,1427,0.67,1
Marshall,2017,USA, China, Hong Kong,English,118,Biography, Crime, Drama,Chestnut Ridge Productions,Reginald Hudlin,"The story of Thurgood Marshall, the crusading lawyer who would become the first African-American Supreme Court Justice, as he battles through one of his career-defining cases.",Chadwick Boseman,A,Josh Gad,A,Kate Hudson,D,12000000.0,10051659.0,10116816.0,7.2,15744,89.0,66.0,80.0,7.1,9742.0,7.5,2413.0,7.6,16.0,7.3,2918.0,7.1,5662.0,7.2,2805.0,12634,2663,447,0.8,1
Wonder Woman,2017,USA, China, Hong Kong,"English, German, Dutch, French, Spanish, Chinese, Greek, Ancient (to 1453), North American Indian",141,Action, Adventure, Fantasy,Warner Bros.,Patty Jenkins,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.",Gal Gadot,A,Chris Pine,A,Connie Nielsen,D,149000000.0,412563408.0,821847012.0,7.4,507173,2069.0,76.0,682.0,7.3,288289.0,7.8,70279.0,7.6,1264.0,7.5,132268.0,7.3,150985.0,7.4,37756.0,399759,87984,19430,0.79,1
Wind River,2017,UK, Canada, USA,English,107,Crime, Drama, Mystery,Acacia Filmed Entertainment,Taylor Sheridan,A veteran hunter helps an FBI agent investigate the murder of a young woman on a Wyoming Native American reservation.,Kelsey Asbille,D,Jeremy Renner,A,Julia Jones,D,11000000.0,33800859.0,43980821.0,7.7,178862,569.0,73.0,363.0,7.7,114184.0,7.7,20067.0,8.1,132.0,7.8,42093.0,7.6,63384.0,7.7,18852.0,159721,17542,1599,0.89,1
Dunkirk,2017,UK, Netherlands, France,"English, French, German",106,Action, Drama, History,Syncopy,Christopher Nolan,"Allied soldiers from Belgium, the British Empire, and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.",Fionn Whitehead,D,Damien Bonnard,D,Aneurin Barnard,D,100000000.0,189740665.0,526940665.0,7.9,487517,2222.0,94.0,608.0,7.9,299000.0,7.9,50319.0,8.3,1058.0,8.1,139002.0,7.7,142459.0,7.6,34833.0,411896,61397,14224,0.84,1
The Lego Ninjago Movie,2017,USA, Denmark, Australia,English,101,Animation, Action, Adventure,LEGO System A/S,"Charlie Bean, Paul Fisher","Shunned by everyone for being the son of an evil warlord, a teenager seeks to defeat him with the help of his fellow ninjas.",Jackie Chan,A,Dave Franco,C,Fred Armisen,D,70000000.0,59281555.0,123081555.0,6.0,20138,111.0,55.0,132.0,6.0,12694.0,6.2,1913.0,6.1,92.0,6.1,4448.0,6.0,7283.0,6.0,1606.0,7833,10964,1341,0.39,0
Justice League,2017,USA, Canada, UK,"English, Irish, Russian, Icelandic",120,Action, Adventure, Fantasy,Warner Bros.,Zack Snyder,"Fueled by his restored faith in humanity and inspired by Superman's selfless act, Bruce Wayne enlists the help of his new-found ally, Diana Prince, to face an even greater enemy.",Ben Affleck,A,Henry Cavill,A,Amy Adams,A,300000000.0,229024295.0,657924295.0,6.4,345770,1906.0,45.0,475.0,6.4,212761.0,6.6,32702.0,5.9,1083.0,6.4,91251.0,6.4,103458.0,6.6,22388.0,193067,126504,26199,0.56,0
Borg McEnroe,2017,Sweden, Denmark, Finland,"English, Swedish, French, Spanish, German",107,Biography, Drama, Sport,SF Studios Production AB,Janus Metz,The story of the 1980 tennis rivalry between the placid Björn Borg and the volatile John McEnroe.,Sverrir Gudnason,D,Shia LaBeouf,A,Stellan Skarsgård,C,6500000.0,231346.0,3430165.0,7.0,22573,69.0,63.0,158.0,6.9,15508.0,7.1,2115.0,7.7,21.0,7.1,4350.0,6.9,9020.0,6.9,3352.0,16282,5897,394,0.72,1
Ghost in the Shell,2017,USA, India, Hong Kong,"English, Japanese",107,Action, Drama, Sci-Fi,Paramount Pictures,Rupert Sanders,"In the near future, Major Mira Killian is the first of her kind: A human saved from a terrible crash, who is cyber-enhanced to be a perfect soldier devoted to stopping the world's most dangerous criminals.",Scarlett Johansson,A,Pilou Asbæk,D,Takeshi Kitano,D,110000000.0,40563557.0,169801921.0,6.3,182942,970.0,52.0,435.0,6.4,120157.0,6.3,18487.0,6.0,183.0,6.3,39411.0,6.4,71076.0,6.4,17673.0,94474,77501,10967,0.52,0
Power Rangers,2017,USA, Hong Kong, Japan,"English, Mandarin",124,Action, Adventure, Sci-Fi,Lionsgate,Dean Israelite,"A group of high-school students, who are infused with unique superpowers, harness their abilities in order to save the world.",Dacre Montgomery,D,Naomi Scott,B,RJ Cyler,D,100000000.0,85364450.0,142337240.0,5.9,95856,504.0,44.0,296.0,5.9,60592.0,6.3,9943.0,6.0,188.0,6.1,26373.0,5.8,33003.0,5.7,4430.0,43182,43530,9144,0.45,0
Captain Underpants: The First Epic Movie,2017,USA, Canada, France,English,89,Animation, Action, Comedy,DreamWorks Animation,David Soren,"Two overly imaginative pranksters named George and Harold hypnotize their principal into thinking he's a ridiculously enthusiastic, incredibly dimwitted superhero named Captain Underpants.",Kevin Hart,A,Ed Helms,B,Nick Kroll,D,38000000.0,73921000.0,125427681.0,6.2,22898,123.0,69.0,130.0,6.1,14307.0,6.1,2398.0,6.5,121.0,6.3,5819.0,6.0,7482.0,6.1,1950.0,10797,10300,1801,0.47,0
Loving Vincent,2017,Poland, UK, USA,English,94,Animation, Biography, Crime,BreakThru Productions,"Dorota Kobiela, Hugh Welchman","In a story depicted in oil painted animation, a young man comes to the last hometown of painter Vincent van Gogh to deliver the troubled artist's final letter and ends up investigating his final days there.",Douglas Booth,D,Josh Burdett,D,Holly Earl,D,5500000.0,6735118.0,42187665.0,7.8,42834,178.0,62.0,217.0,7.7,22611.0,8.1,8901.0,7.7,104.0,7.9,13002.0,7.7,12213.0,7.7,3992.0,37763,4633,438,0.88,1
The Hitman's Bodyguard,2017,USA, Hong Kong, Bulgaria,"English, Russian, French, Japanese, Italian, Dutch, Spanish",118,Action, Comedy, Thriller,Summit Entertainment,Patrick Hughes,"The world's top bodyguard gets a new client, a hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial on time.",Elodie Yung,D,Ryan Reynolds,A,Tsuwayuki Saotome,D,30000000.0,75468583.0,176586701.0,6.9,168961,483.0,47.0,287.0,6.8,105966.0,7.1,19439.0,7.2,312.0,7.0,43201.0,6.8,56717.0,6.9,14750.0,118952,45795,4214,0.7,1
Blade Runner 2049,2017,USA, UK, Hungary,"English, Finnish, Japanese, Hungarian, Russian, Somali, Spanish",164,Action, Drama, Mystery,Alcon Entertainment,Denis Villeneuve,"A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.",Ryan Gosling,B,Dave Bautista,A,Robin Wright,D,150000000.0,92054159.0,260512487.0,8.0,399963,2165.0,81.0,628.0,8.0,254797.0,7.7,35439.0,8.5,667.0,8.2,96275.0,7.9,131990.0,7.7,36993.0,337493,48679,13791,0.84,1
Atomic Blonde,2017,Germany, Sweden, USA,"English, German, Russian, Swedish",115,Action, Mystery, Thriller,87Eleven,David Leitch,An undercover MI6 agent is sent to Berlin during the Cold War to investigate the murder of a fellow agent and recover a missing list of double agents.,Charlize Theron,A,James McAvoy,A,Eddie Marsan,D,30000000.0,51687870.0,100121713.0,6.7,158473,692.0,63.0,445.0,6.7,99534.0,6.7,20196.0,6.8,147.0,6.8,34665.0,6.6,57794.0,6.7,18382.0,97427,54375,6671,0.61,1
War for the Planet of the Apes,2017,USA, Canada, New Zealand,"English, American Sign Language",140,Action, Adventure, Drama,Twentieth Century Fox,Matt Reeves,"After the apes suffer unimaginable losses, Caesar wrestles with his darker instincts and begins his own mythic quest to avenge his kind.",Andy Serkis,A,Woody Harrelson,A,Steve Zahn,D,150000000.0,146880162.0,490719763.0,7.4,209383,845.0,82.0,458.0,7.4,139923.0,7.5,15258.0,7.9,384.0,7.6,51834.0,7.3,72024.0,7.2,17724.0,165871,37503,6009,0.79,1
The Mummy,2017,USA, China, Japan,"English, Egyptian (Ancient)",110,Action, Adventure, Fantasy,Universal Pictures,Alex Kurtzman,"An ancient Egyptian princess is awakened from her crypt beneath the desert, bringing with her malevolence grown over millennia, and terrors that defy human comprehension.",Tom Cruise,A,Russell Crowe,A,Annabelle Wallis,D,125000000.0,80227895.0,409231607.0,5.5,160354,860.0,34.0,429.0,5.4,101316.0,5.5,18703.0,5.1,247.0,5.4,34750.0,5.4,58493.0,5.5,16275.0,45910,92129,22315,0.29,0
Jumanji: Welcome to the Jungle,2017,USA, India, Canada,English,119,Action, Adventure, Comedy,Columbia Pictures,Jake Kasdan,"Four teenagers are sucked into a magical video game, and the only way they can escape is to work together to finish the game.",Dwayne Johnson,A,Kevin Hart,A,Jack Black,A,90000000.0,404540171.0,962102237.0,6.9,258945,762.0,58.0,313.0,6.9,148440.0,7.3,37447.0,7.3,1132.0,7.0,67766.0,6.8,80350.0,7.0,19479.0,184800,67484,6661,0.71,1
Valerian and the City of a Thousand Planets,2017,France, China, Belgium,"English, French",137,Action, Adventure, Fantasy,EuropaCorp,Luc Besson,"A dark force threatens Alpha, a vast metropolis and home to species from a thousand planets. Special operatives Valerian and Laureline must race to identify the marauding menace and safeguard not just Alpha, but the future of the universe.",Dane DeHaan,D,Cara Delevingne,C,Clive Owen,C,177200000.0,41189488.0,225874228.0,6.5,147191,1015.0,51.0,372.0,6.5,93980.0,6.5,17129.0,6.3,241.0,6.4,30392.0,6.4,55233.0,6.6,16633.0,82693,54639,9859,0.56,0
American Made,2017,USA, Japan, Colombia,"English, Spanish",115,Action, Biography, Comedy,Cross Creek Pictures,Doug Liman,"The story of Barry Seal, an American pilot who became a drug-runner for the CIA in the 1980s in a clandestine operation that would be exposed as the Iran-Contra Affair.",Tom Cruise,A,Domhnall Gleeson,B,Sarah Wright,D,50000000.0,51342000.0,134866593.0,7.1,140179,306.0,65.0,320.0,7.1,95114.0,7.0,11259.0,7.5,160.0,7.2,30374.0,7.1,52982.0,7.1,14876.0,110422,27838,1919,0.79,1
Smurfs: The Lost Village,2017,USA, Hong Kong, Canada,English,90,Animation, Adventure, Comedy,Columbia Pictures,Kelly Asbury,"In this fully animated, all-new take on the Smurfs, a mysterious map sets Smurfette and her friends Brainy, Clumsy, and Hefty on an exciting race through the Forbidden Forest, leading to the discovery of the biggest secret in Smurf history.",Demi Lovato,D,Rainn Wilson,D,Joe Manganiello,D,60000000.0,45020282.0,197183546.0,6.0,16323,85.0,40.0,106.0,5.9,8915.0,6.4,2738.0,5.4,89.0,6.0,3446.0,5.9,5825.0,5.9,1297.0,6733,8308,1282,0.41,0
Transformers: The Last Knight,2017,USA, China, Canada,English,154,Action, Adventure, Sci-Fi,Paramount Pictures,Michael Bay,"A deadly threat from Earth's history reappears, and a hunt for a lost artifact takes place between Autobots and Decepticons, while Optimus Prime encounters his creator in space.",Mark Wahlberg,A,Anthony Hopkins,A,Josh Duhamel,D,217000000.0,130168683.0,605425157.0,5.2,124165,833.0,27.0,288.0,5.2,81545.0,5.7,8933.0,5.1,364.0,5.2,28745.0,5.1,43312.0,5.3,8887.0,38002,60004,26159,0.31,0
The Zookeeper's Wife,2017,Czech Republic, UK, USA,"English, German, Hebrew",127,Biography, Drama, History,Scion Films,Niki Caro,"The Zookeeper's Wife tells the account of keepers of the Warsaw Zoo, Antonina and Jan Zabinski, who helped save hundreds of people and animals during the German invasion.",Jessica Chastain,C,Johan Heldenbergh,D,Daniel Brühl,D,20000000.0,17571660.0,26127965.0,7.0,33568,98.0,57.0,148.0,6.8,15941.0,7.4,8774.0,7.1,27.0,7.1,7185.0,6.9,11113.0,7.0,4772.0,24125,7516,1927,0.72,1
The Snowman,2017,UK, USA, China,"English, Russian",119,Crime, Drama, Mystery,Universal Pictures,Tomas Alfredson,Detective Harry Hole investigates the disappearance of a woman whose scarf is found wrapped around an ominous-looking snowman.,Michael Fassbender,A,Rebecca Ferguson,B,Charlotte Gainsbourg,D,35000000.0,6700035.0,43084060.0,5.1,51450,403.0,23.0,254.0,5.1,30508.0,5.3,8691.0,4.4,73.0,4.9,10323.0,5.1,19324.0,5.4,6811.0,11751,29927,9772,0.23,0
Johnny English Strikes Again,2018,UK, France, USA,"English, Russian, French, German",89,Action, Adventure, Comedy,Universal Pictures,David Kerr,"After a cyber-attack reveals the identity of all of the active undercover agents in Britain, Johnny English is forced to come out of retirement to find the mastermind hacker.",Kevin Eldon,D,Emma Thompson,A,Adam James,D,25000000.0,4412170.0,158970776.0,6.2,52840,388.0,39.0,142.0,6.1,34247.0,6.3,4562.0,6.8,219.0,6.3,15584.0,6.0,15710.0,6.1,4269.0,24596,25464,2780,0.47,0
Mandy,2018,UK, Belgium, USA,English,121,Action, Fantasy, Horror,SpectreVision,Panos Cosmatos,"The enchanted lives of a couple in a secluded forest are brutally shattered by a nightmarish hippie cult and their demon-biker henchmen, propelling a man into a spiraling, surreal rampage of vengeance.",Nicolas Cage,A,Andrea Riseborough,D,Linus Roache,D,6000000.0,1214525.0,1524880.0,6.6,49972,803.0,81.0,314.0,6.6,34061.0,6.1,3634.0,7.2,54.0,6.9,11237.0,6.5,19366.0,5.8,4789.0,29660,13964,6348,0.59,0
Mamma Mia! Here We Go Again,2018,UK, USA, Japan,"English, French, Greek",114,Comedy, Musical, Romance,Universal Pictures,Ol Parker,Five years after the events of,Amanda Seyfried,A,Andy Garcia,B,Celia Imrie,D,75000000.0,120634935.0,395044706.0,6.7,66214,710.0,60.0,244.0,6.4,24573.0,7.1,20507.0,7.3,347.0,6.9,18559.0,6.4,15158.0,6.6,7836.0,41759,19817,4638,0.63,1
Zimna wojna,2018,Poland, UK, France,"Polish, French, Croatian, German, Russian, Serbian, Italian",89,Drama, History, Music,Opus Film,Pawel Pawlikowski,"In the 1950s, a music director falls in love with a singer and tries to persuade her to flee communist Poland for France.",Joanna Kulig,D,Tomasz Kot,D,Borys Szyc,D,4730000.0,4580048.0,20511145.0,7.6,38039,180.0,90.0,270.0,7.6,22372.0,7.7,5729.0,7.4,79.0,7.8,10425.0,7.5,11975.0,7.4,4236.0,31391,5772,876,0.83,1
Stan & Ollie,2018,UK, Canada, USA,English,98,Biography, Comedy, Drama,Entertainment One,Jon S. Baird,"Laurel and Hardy, the world's most famous comedy duo, attempt to reignite their film careers as they embark on what becomes their swan song - a grueling theatre tour of post-war Britain.",Steve Coogan,C,John C. Reilly,B,Shirley Henderson,D,10000000.0,5470235.0,24420923.0,7.2,23783,340.0,75.0,214.0,7.2,15957.0,7.2,2011.0,7.2,35.0,7.2,3244.0,7.1,7828.0,7.4,5872.0,18646,4762,375,0.78,1
Adrift,2018,Hong Kong, Iceland, USA,"English, French",96,Action, Adventure, Biography,Huayi Brothers,Baltasar Kormákur,"A true story of survival, as a young couple's chance encounter leads them first to love, and then on the adventure of a lifetime as they face one of the most catastrophic hurricanes in recorded history.",Shailene Woodley,C,Sam Claflin,D,Jeffrey Thomas,D,35000000.0,31445012.0,59945012.0,6.6,37990,246.0,56.0,189.0,6.5,19140.0,6.9,8878.0,7.1,69.0,6.7,8849.0,6.5,12709.0,6.5,4393.0,22959,13782,1249,0.6,1
The Grinch,2018,France, Japan, USA,English,85,Animation, Family, Fantasy,Universal Pictures,"Yarrow Cheney, Scott Mosier",A grumpy Grinch plots to ruin Christmas for the village of Whoville.,Benedict Cumberbatch,A,Cameron Seely,D,Rashida Jones,D,75000000.0,270620950.0,511595957.0,6.3,34092,474.0,51.0,181.0,6.2,17275.0,6.7,6016.0,6.1,165.0,6.3,8369.0,6.2,10430.0,6.2,2633.0,16698,15121,2273,0.49,0
Kona fer í stríð,2018,Iceland, France, Ukraine,"Icelandic, English, Ukrainian, Chinese, Spanish",101,Adventure, Comedy, Drama,Slot Machine,Benedikt Erlingsson,"Halla becomes a determined environmental activist, but this threatens a long-held hope of hers.",Halldóra Geirharðsdóttir,D,Jóhann Sigurðarson,D,Juan Camillo Roman Estrada,D,2750000.0,847495.0,4469557.0,7.5,4800,29.0,81.0,99.0,7.4,2918.0,7.8,796.0,7.4,8.0,7.6,882.0,7.4,1717.0,7.4,956.0,3980,689,131,0.83,1
Pacific Rim: Uprising,2018,UK, China, Japan,"English, Mandarin, Russian",111,Action, Adventure, Sci-Fi,Legendary Entertainment,Steven S. DeKnight,"Jake Pentecost, son of Stacker Pentecost, reunites with Mako Mori to lead a new generation of Jaeger pilots, including rival Lambert and 15-year-old hacker Amara, against a new Kaiju threat.",John Boyega,A,Scott Eastwood,C,Cailee Spaeny,D,150000000.0,59874525.0,290930148.0,5.6,94263,688.0,44.0,296.0,5.6,63165.0,5.8,7575.0,5.7,208.0,5.6,21081.0,5.6,34951.0,5.6,8204.0,29156,54143,10964,0.31,0
Replicas,2018,UK, China, Puerto Rico,English,107,Drama, Sci-Fi, Thriller,Company Films,Jeffrey Nachmanoff,A scientist becomes obsessed with bringing back his family members who died in a traffic accident.,Keanu Reeves,A,Alice Eve,D,Thomas Middleditch,D,30000000.0,4046429.0,9206925.0,5.5,23778,431.0,19.0,79.0,5.4,15433.0,5.5,2559.0,5.8,23.0,5.4,3416.0,5.4,9788.0,5.6,3558.0,7191,13273,3314,0.3,0
The House That Jack Built,2018,Denmark, France, Sweden,"English, German, Italian",152,Crime, Drama, Horror,Zentropa Entertainments,Lars von Trier,"The story follows Jack, a highly intelligent serial killer, over the course of twelve years, and depicts the murders that really develop his inner madman.",Matt Dillon,D,Bruno Ganz,D,Uma Thurman,D,9570000.0,258106.0,5577045.0,6.8,43881,325.0,42.0,247.0,6.8,27504.0,6.6,5015.0,7.7,77.0,7.1,11464.0,6.7,15435.0,6.3,3809.0,28401,11770,3710,0.65,1
The Man Who Killed Don Quixote,2018,Spain, Belgium, France,"English, Spanish",132,Adventure, Comedy, Drama,Alacran Pictures,Terry Gilliam,"Toby, a disillusioned film director, becomes pulled into a world of time-jumping fantasy when a Spanish cobbler believes him to be Sancho Panza. He gradually becomes unable to tell dreams from reality.",José Luis Ferrer,D,Ismael Fritschi,D,Juan López-Tagle,D,18700000.0,391963.0,2301430.0,6.4,10833,79.0,58.0,151.0,6.4,7156.0,6.6,1221.0,7.5,17.0,6.7,2353.0,6.3,4073.0,6.1,1493.0,5907,4082,844,0.55,0
Todos lo saben,2018,Spain, France, Italy,"Spanish, English, Catalan",133,Crime, Drama, Mystery,Memento Films Production,Asghar Farhadi,"Laura, a Spanish woman living in Buenos Aires, returns to her hometown outside Madrid with her two children to attend her sister's wedding. However, the trip is upset by unexpected events that bring secrets into the open.",Penélope Cruz,A,Javier Bardem,A,Ricardo Darín,D,11000000.0,2660165.0,17997350.0,7.0,22545,125.0,68.0,192.0,6.9,12949.0,7.0,3917.0,7.1,22.0,7.0,4410.0,6.9,8268.0,7.0,3057.0,15919,5845,781,0.71,1
Sherlock Gnomes,2018,UK, USA, India,"English, Mandarin",86,Animation, Adventure, Comedy,Metro-Goldwyn-Mayer (MGM),John Stevenson,"Garden gnomes, Gnomeo and Juliet, recruit renowned detective Sherlock Gnomes to investigate the mysterious disappearance of other garden ornaments.",Kelly Asbury,D,Mary J. Blige,D,Emily Blunt,A,59000000.0,43242871.0,90345871.0,5.1,8730,91.0,36.0,79.0,5.1,4326.0,5.6,1678.0,3.6,46.0,5.1,1568.0,5.2,2827.0,5.3,951.0,2262,4808,1660,0.26,0
